latitude,longitude,valid_time,t2m,rh,t2m_cel,t2m_fah,hi_fah,hi_cel
28.0,68.0,2022-02-27 18:00:00,292.11716,43.5,18.97,66.14,64.5,18.06
28.0,68.0,2022-02-28 00:00:00,291.37338,44.1,18.22,64.8,63.1,17.28
28.0,68.0,2022-02-28 06:00:00,298.48038,27.0,25.33,77.59,76.3,24.61
28.0,68.0,2022-02-28 12:00:00,302.5304,21.6,29.38,84.88,82.0,27.78
28.0,68.0,2022-02-28 18:00:00,293.19254,41.8,20.04,68.08,66.6,19.22
28.0,68.0,2022-03-01 00:00:00,291.24472,50.5,18.09,64.57,63.1,17.28
28.0,68.0,2022-03-01 06:00:00,300.14523,24.7,27.0,80.59,79.5,26.39
28.0,68.0,2022-03-01 12:00:00,304.37296,16.6,31.22,88.2,84.5,29.17
28.0,68.0,2022-03-01 18:00:00,295.01675,44.8,21.87,71.36,70.3,21.28
28.0,68.0,2022-03-02 00:00:00,294.0918,47.6,20.94,69.7,68.6,20.33
28.0,68.0,2022-03-02 06:00:00,293.8375,54.6,20.69,69.24,68.4,20.22
28.0,68.0,2022-03-02 12:00:00,296.6994,41.8,23.55,74.39,73.5,23.06
28.0,68.0,2022-03-02 18:00:00,290.2348,63.5,17.08,62.75,61.7,16.5
28.0,68.0,2022-03-03 00:00:00,287.62613,72.4,14.48,58.06,57.0,13.89
28.0,68.0,2022-03-03 06:00:00,297.02737,37.4,23.88,74.98,73.9,23.28
28.0,68.0,2022-03-03 12:00:00,301.95035,20.2,28.8,83.84,81.2,27.33
28.0,68.0,2022-03-03 18:00:00,293.25623,35.4,20.11,68.19,66.4,19.11
28.0,68.0,2022-03-04 00:00:00,290.91846,44.6,17.77,63.98,62.2,16.78
28.0,68.0,2022-03-04 06:00:00,300.08963,27.5,26.94,80.49,79.5,26.39
28.0,68.0,2022-03-04 12:00:00,304.1299,17.3,30.98,87.76,84.1,28.94
28.0,68.0,2022-03-04 18:00:00,294.3895,30.4,21.24,70.23,68.4,20.22
28.0,68.0,2022-03-05 00:00:00,292.443,32.9,19.29,66.73,64.6,18.11
28.0,68.0,2022-03-05 06:00:00,301.02356,19.8,27.87,82.17,80.0,26.67
28.0,68.0,2022-03-05 12:00:00,304.35605,17.8,31.21,88.17,84.5,29.17
28.0,68.0,2022-03-05 18:00:00,296.27084,30.8,23.12,73.62,72.1,22.28
28.0,68.0,2022-03-06 00:00:00,293.55634,37.4,20.41,68.73,67.1,19.5
28.0,68.0,2022-03-06 06:00:00,302.67035,21.6,29.52,85.14,82.2,27.89
28.0,68.0,2022-03-06 12:00:00,305.15445,16.9,32.0,89.61,85.7,29.83
28.0,68.0,2022-03-06 18:00:00,295.97144,35.1,22.82,73.08,71.7,22.06
28.0,68.0,2022-03-07 00:00:00,292.57553,46.0,19.43,66.97,65.5,18.61
28.0,68.0,2022-03-07 06:00:00,301.00842,30.0,27.86,82.15,80.6,27.0
28.0,68.0,2022-03-07 12:00:00,304.4647,21.0,31.31,88.37,84.9,29.39
28.0,68.0,2022-03-07 18:00:00,295.80698,42.8,22.66,72.78,71.8,22.11
28.0,68.0,2022-03-08 00:00:00,292.77756,52.1,19.63,67.33,66.2,19.0
28.0,68.0,2022-03-08 06:00:00,300.7491,33.8,27.6,81.68,80.6,27.0
28.0,68.0,2022-03-08 12:00:00,304.34482,20.6,31.19,88.15,84.7,29.28
28.0,68.0,2022-03-08 18:00:00,296.0519,41.2,22.9,73.22,72.2,22.33
28.0,68.0,2022-03-09 00:00:00,293.6528,43.2,20.5,68.91,67.5,19.72
28.0,68.0,2022-03-09 06:00:00,302.31427,28.7,29.16,84.5,82.3,27.94
28.0,68.0,2022-03-09 12:00:00,305.07553,22.7,31.93,89.47,86.1,30.06
28.0,68.0,2022-03-09 18:00:00,296.99997,45.1,23.85,74.93,74.2,23.44
28.0,68.0,2022-03-10 00:00:00,295.3014,50.5,22.15,71.87,71.1,21.72
28.0,68.0,2022-03-10 06:00:00,303.33075,26.2,30.18,86.33,83.6,28.67
28.0,68.0,2022-03-10 12:00:00,306.2606,20.8,33.11,91.6,88.0,31.11
28.0,68.0,2022-03-10 18:00:00,298.3862,35.3,25.24,77.43,76.5,24.72
28.0,68.0,2022-03-11 00:00:00,296.54208,38.3,23.39,74.11,73.0,22.78
28.0,68.0,2022-03-11 06:00:00,305.9227,21.8,32.77,90.99,87.5,30.83
28.0,68.0,2022-03-11 12:00:00,308.81427,15.4,35.66,96.2,91.9,33.28
28.0,68.0,2022-03-11 18:00:00,299.6266,26.8,26.48,79.66,78.6,25.89
28.0,68.0,2022-03-12 00:00:00,297.3346,33.4,24.18,75.53,74.4,23.56
28.0,68.0,2022-03-12 06:00:00,307.00034,20.3,33.85,92.93,89.3,31.83
28.0,68.0,2022-03-12 12:00:00,311.29132,12.6,38.14,100.65,95.8,35.44
28.0,68.0,2022-03-12 18:00:00,300.6,24.6,27.45,81.41,79.7,26.5
28.0,68.0,2022-03-13 00:00:00,298.3936,27.2,25.24,77.44,76.2,24.56
28.0,68.0,2022-03-13 06:00:00,308.87808,14.7,35.73,96.31,91.9,33.28
28.0,68.0,2022-03-13 12:00:00,312.7,11.4,39.55,103.19,97.9,36.61
28.0,68.0,2022-03-13 18:00:00,302.03418,19.3,28.88,83.99,81.2,27.33
28.0,68.0,2022-03-14 00:00:00,299.03842,21.6,25.89,78.6,77.2,25.11
28.0,68.0,2022-03-14 06:00:00,310.24615,12.8,37.1,98.77,94.0,34.44
28.0,68.0,2022-03-14 12:00:00,314.26154,8.9,41.11,106.0,99.5,37.5
28.0,68.0,2022-03-14 18:00:00,303.43384,14.2,30.28,86.51,83.0,28.33
28.0,68.0,2022-03-15 00:00:00,299.9244,20.6,26.77,80.19,78.9,26.06
28.0,68.0,2022-03-15 06:00:00,311.51675,10.3,38.37,101.06,95.3,35.17
28.0,68.0,2022-03-15 12:00:00,315.26,7.8,42.11,107.8,100.8,38.22
28.0,68.0,2022-03-15 18:00:00,302.96,17.3,29.81,85.66,82.4,28.0
28.0,68.0,2022-03-16 00:00:00,301.05914,19.2,27.91,82.24,80.0,26.67
28.0,68.0,2022-03-16 06:00:00,312.24326,11.0,39.09,102.37,96.9,36.06
