FLRealisation,pearson-r,p
499.0,-0.5379708542811797,0.017506468561651837
500.0,0.4979123082096551,0.03004860211521692
501.0,0.6314225825793027,0.003737118221814895
502.0,0.6314225825793027,0.003737118221814895
503.0,0.6569095158732424,0.002245980669462556
504.0,0.7063791217083318,0.0007234592455512623
505.0,0.7063791217083318,0.0007234592455512623
506.0,0.7063791217083318,0.0007234592455512623
507.0,0.7063791217083318,0.0007234592455512623
508.0,0.7063791217083318,0.0007234592455512623
509.0,0.5774109120414487,0.00963157637958574
510.0,0.5774109120414487,0.00963157637958574
511.0,0.5774109120414487,0.00963157637958574
512.0,0.5774109120414487,0.00963157637958574
513.0,0.4106183665853134,0.08075747712982205
514.0,0.4106183665853134,0.08075747712982205
515.0,-0.49541367799696145,0.031016573321949556
516.0,-0.49541367799696145,0.031016573321949556
517.0,-0.49541367799696145,0.031016573321949556
518.0,-0.49541367799696145,0.031016573321949556
519.0,-0.5461999027219734,0.015543366527556144
520.0,-0.6150681454354564,0.0050663434240182095
521.0,-0.47259849739064375,0.04102017012078695
522.0,-0.3559639019681871,0.13471268624756064
523.0,0.41727646454016987,0.07548602788589862
524.0,0.49405605608536146,0.03155260281547583
525.0,0.49405605608536146,0.03155260281547583
526.0,0.49405605608536146,0.03155260281547583
527.0,0.49405605608536146,0.03155260281547583
528.0,0.49405605608536146,0.03155260281547583
529.0,0.3792130285319893,0.10933061757807423
530.0,0.399711030074259,0.08997236288768005
531.0,0.399711030074259,0.08997236288768005
532.0,0.44412336674917663,0.05678697302508963
533.0,0.44412336674917663,0.05678697302508963
534.0,0.44412336674917663,0.05678697302508963
535.0,0.44412336674917663,0.05678697302508963
536.0,0.399711030074259,0.08997236288768005
537.0,0.3792130285319893,0.10933061757807423
538.0,0.3792130285319893,0.10933061757807423
539.0,0.3792130285319893,0.10933061757807423
540.0,0.3792130285319893,0.10933061757807423
541.0,0.3792130285319893,0.10933061757807423
542.0,0.3627684327899507,0.12689297824068926
543.0,-0.3889865347408364,0.09975971058672974
544.0,0.36276843278995075,0.12689297824068926
545.0,0.36276843278995075,0.12689297824068926
546.0,0.5090337049663641,0.026022515701457263
547.0,0.29712462114224536,0.2167020453117647
548.0,0.2828992979933355,0.24056317704689845
549.0,-0.42568878998257426,0.06919568211801332
550.0,-0.42568878998257426,0.06919568211801332
551.0,-0.3889865347408364,0.09975971058672974
552.0,-0.3889865347408364,0.09975971058672974
553.0,0.34128497817568454,0.1527199413594404
554.0,0.34128497817568454,0.1527199413594404
555.0,-0.47259849739064375,0.04102017012078695
556.0,-0.47259849739064375,0.04102017012078695
557.0,-0.47259849739064375,0.04102017012078695
558.0,-0.47259849739064375,0.04102017012078695
559.0,0.41841370437786146,0.07461177022594631
560.0,-0.5379708542811799,0.017506468561651778
561.0,-0.5379708542811799,0.017506468561651778
562.0,-0.5379708542811799,0.017506468561651778
563.0,-0.35573126871456684,0.13498586671876547
564.0,-0.35573126871456684,0.13498586671876547
565.0,0.48126671093981077,0.03696346713933793
566.0,-0.5669467095138407,0.01136519960037587
567.0,-0.5669467095138407,0.01136519960037587
568.0,-0.6268529954232878,0.004075577936653225
569.0,-0.6268529954232878,0.004075577936653225
570.0,-0.6268529954232878,0.004075577936653225
571.0,-0.6268529954232878,0.004075577936653225
572.0,-0.69456674926725,0.0009669700404685863
573.0,-0.69456674926725,0.0009669700404685863
574.0,-0.69456674926725,0.0009669700404685863
575.0,-0.69456674926725,0.0009669700404685863
576.0,-0.69456674926725,0.0009669700404685863
577.0,-0.69456674926725,0.0009669700404685863
578.0,-0.5461999027219734,0.015543366527556144
579.0,-0.5461999027219734,0.015543366527556144
580.0,0.4110098661900718,0.0804402072181111
581.0,0.4110098661900718,0.0804402072181111
582.0,0.4110098661900718,0.0804402072181111
583.0,0.35008788126675267,0.14173243378853229
584.0,0.35008788126675267,0.14173243378853229
585.0,0.3412849781756846,0.1527199413594404
586.0,0.3412849781756846,0.1527199413594404
587.0,-0.3253956867279842,0.17401472322439573
588.0,0.4110098661900718,0.0804402072181111
589.0,0.4110098661900718,0.0804402072181111
590.0,0.5516536310870042,0.014342173518662531
591.0,0.480734754204459,0.03720311482884065
592.0,0.480734754204459,0.03720311482884065
593.0,0.480734754204459,0.03720311482884065
594.0,0.480734754204459,0.03720311482884065
595.0,0.480734754204459,0.03720311482884065
596.0,0.480734754204459,0.03720311482884065
597.0,0.4842197719166431,0.035654725322979856
598.0,-0.35596390196818706,0.13471268624756064
599.0,0.4106183665853134,0.08075747712982205
600.0,0.4106183665853134,0.08075747712982205
601.0,-0.3559639019681871,0.13471268624756064
602.0,0.4106183665853134,0.08075747712982205
603.0,0.4106183665853134,0.08075747712982205
604.0,0.4110098661900718,0.0804402072181111
605.0,0.4110098661900718,0.0804402072181111
606.0,0.4110098661900718,0.0804402072181111
607.0,0.26341555592265387,0.275871551271004
608.0,0.26341555592265387,0.275871551271004
609.0,0.26341555592265387,0.275871551271004
610.0,0.26341555592265387,0.275871551271004
611.0,0.26341555592265387,0.275871551271004
612.0,0.26341555592265387,0.275871551271004
613.0,0.2715600901612974,0.2607415965838634
614.0,0.2715600901612974,0.2607415965838634
615.0,0.2715600901612974,0.2607415965838634
616.0,0.28289929799333546,0.24056317704689878
617.0,-0.28623901395379997,0.23481632336055142
618.0,-0.28623901395379997,0.23481632336055142
619.0,-0.28623901395379997,0.23481632336055142
620.0,-0.28623901395379997,0.23481632336055142
621.0,-0.32179795146741913,0.179102439946704
