time,t2m_cel,trigger
2009-04-25,31.025,0
2009-04-26,32.175,0
2009-04-27,31.45,0
2009-04-28,29.9,0
2009-04-29,29.825000000000003,0
2009-04-30,30.4375,0
2009-05-01,30.855,0
2009-05-02,30.825000000000003,0
2009-05-03,31.35,0
2009-05-04,31.5225,0
2009-05-05,31.567500000000003,0
2009-05-06,30.6875,0
2009-05-07,30.3,0
2009-05-08,29.225,0
2009-05-09,29.450000000000003,0
2009-05-10,29.37,0
2009-05-11,28.85,0
2009-05-12,30.325000000000003,0
2009-05-13,29.95,0
2009-05-14,30.475,0
2009-05-15,31.200000000000003,0
2009-05-16,31.08,0
2009-05-17,30.4,0
2009-05-18,30.725,0
2009-05-19,30.865,0
2009-05-20,30.6275,0
2009-05-21,30.500000000000004,0
2009-05-22,32.4675,0
2009-05-23,32.4575,0
2009-05-24,31.325,0
2009-05-25,30.725,0
2009-05-26,31.8375,0
2009-05-27,31.090000000000003,0
2009-05-28,31.1475,0
2009-05-29,30.875,0
2009-05-30,31.290000000000003,0
2009-05-31,30.795,0
2009-06-01,30.575,0
2009-06-02,30.725,0
2009-06-03,30.950000000000003,0
2009-06-04,30.875000000000004,0
2009-06-05,31.345,0
2009-06-06,33.275,0
2009-06-07,33.425000000000004,0
2009-06-08,32.95,0
2009-06-09,32.35,0
2009-06-10,32.125,0
2009-06-11,32.875,0
2009-06-12,32.425,0
2009-06-13,32.025,0
2009-06-14,31.65,0
2009-06-15,31.475,0
2009-06-16,32.45,0
2009-06-17,31.725,0
2009-06-18,31.902500000000003,0
2009-06-19,31.225,0
2009-06-20,30.475,0
2009-06-21,30.700000000000003,0
2009-06-22,31.15,0
2009-06-23,31.525,0
2009-06-24,31.950000000000003,0
2009-06-25,30.525,0
2009-06-26,32.975,0
2009-06-27,33.1725,0
2009-06-28,32.477500000000006,0
2009-06-29,32.0,0
2009-06-30,31.4,0
2009-07-01,31.35,0
2009-07-02,30.825,0
2009-07-03,30.65,0
2009-07-04,31.05,0
2009-07-05,32.15,0
2009-07-06,32.2,0
2009-07-07,32.050000000000004,0
2009-07-08,31.6,0
2009-07-09,31.3,0
2009-07-10,30.375,0
2009-07-11,31.35,0
2009-07-12,31.8625,0
2009-07-13,31.0325,0
2009-07-14,31.075,0
2009-07-15,32.275000000000006,0
2009-07-16,32.849999999999994,0
2009-07-17,32.45,0
2009-07-18,29.2,0
2009-07-19,29.225,0
2009-07-20,30.775,0
2009-07-21,30.425,0
2009-07-22,30.975,0
2009-07-23,31.75,0
2009-07-24,31.0575,0
2009-07-25,30.575000000000003,0
2009-07-26,30.2,0
2009-07-27,29.65,0
2009-07-28,29.8,0
2009-07-29,30.050000000000004,0
2009-07-30,30.225,0
2009-07-31,29.325,0
2010-04-01,29.28,0
2010-04-02,28.3325,0
2010-04-03,27.55,0
2010-04-04,26.3825,0
2010-04-05,28.2625,0
2010-04-06,29.575,0
2010-04-07,28.5,0
2010-04-08,27.9,0
2010-04-09,28.4,0
2010-04-10,28.175,0
2010-04-11,30.075,0
2010-04-12,30.450000000000003,0
2010-04-13,30.6,0
2010-04-14,29.675,0
2010-04-15,28.825000000000003,0
2010-04-16,29.55,0
2010-04-17,30.375,0
2010-04-18,31.6,0
2010-04-19,30.225,0
2010-04-20,30.775,0
2010-04-21,29.075,0
2010-04-22,28.9,0
2010-04-23,28.525,0
2010-04-24,28.925,0
2010-04-25,29.425000000000004,0
2010-04-26,30.475,0
2010-04-27,31.125000000000004,0
2010-04-28,30.6875,0
2010-04-29,30.24,0
2010-04-30,30.425,0
2010-05-01,30.625,0
2010-05-02,31.475,0
2010-05-03,30.46,0
2010-05-04,29.725,0
2010-05-05,31.325,0
2010-05-06,31.05,0
2010-05-07,30.590000000000003,0
2010-05-08,30.275,0
2010-05-09,29.975,0
2010-05-10,29.775,0
2010-05-11,30.8775,0
2010-05-12,31.05,0
2010-05-13,31.825,0
2010-05-14,32.775000000000006,0
2010-05-15,31.5,0
2010-05-16,31.700000000000003,0
